"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gm14296",7.48421999975649e-134,0.751308214313002,0.035,0.011,1.63432912134683e-129,"C_1m","Gm14296"
"Adgra1",1.11559247570347e-133,0.760430984914201,0.039,0.013,2.43611928919367e-129,"C_1m","Adgra1"
"Ifi207",1.12791138635168e-133,3.73591963140338,0.01,0.001,2.46302009437617e-129,"C_1m","Ifi207"
"Fzd3",6.83039111795234e-133,0.118468183437414,0.066,0.03,1.49155250842725e-128,"C_1m","Fzd3"
"Rplp2",9.07122270149563e-133,0.213169145845271,0.66,0.519,1.9808829013256e-128,"C_1m","Rplp2"
"Pcid2",1.26453618493501e-132,1.14988915479017,0.029,0.008,2.76136766704257e-128,"C_1m","Pcid2"
"Gm43813",1.42255452723284e-132,2.56718879497692,0.015,0.002,3.10643232111834e-128,"C_1m","Gm43813"
"Brinp3",1.86073292736093e-132,0.70444508435197,0.036,0.012,4.06328249347806e-128,"C_1m","Brinp3"
"Hinfp",2.43544283514321e-132,1.35769740244566,0.021,0.005,5.31827651910222e-128,"C_1m","Hinfp"
"Utp4",5.65399091149657e-132,2.801213234364,0.018,0.003,1.23466199534351e-127,"C_1m","Utp4"
"Peli2",5.74197124569975e-132,0.107125599021262,0.064,0.028,1.25387426092345e-127,"C_1m","Peli2"
"Il7r",6.64568044854712e-132,1.19707270807499,0.026,0.007,1.45121723954923e-127,"C_1m","Il7r"
"Tox",8.34365710892508e-132,1.26583787985489,0.026,0.007,1.82200440287597e-127,"C_1m","Tox"
"Gm14966",1.54811568191944e-131,3.32818417325301,0.014,0.002,3.38062021460747e-127,"C_1m","Gm14966"
"Fam193b",1.95793924570293e-131,0.187176409765765,0.053,0.022,4.27555193084148e-127,"C_1m","Fam193b"
"Rab3gap2",2.39481715622392e-131,0.119796335973805,0.056,0.023,5.22956222404616e-127,"C_1m","Rab3gap2"
"Tnnt1",2.59304192533157e-131,2.04813163107749,0.019,0.004,5.66242565234656e-127,"C_1m","Tnnt1"
"Jpt2",9.3372788707393e-131,2.84342717321082,0.013,0.002,2.03898158700334e-126,"C_1m","Jpt2"
"Rps7",9.5326921185204e-131,0.19201677765807,0.704,0.561,2.0816539779213e-126,"C_1m","Rps7"
"Gm37885",9.75784562182983e-131,3.07937107427463,0.01,0.001,2.13082074843898e-126,"C_1m","Gm37885"
"Zfp949",1.02155458590425e-130,0.253083759295699,0.039,0.014,2.2307687492391e-126,"C_1m","Zfp949"
"Bcl2a1d",1.14231095076718e-130,1.75524153127623,0.023,0.006,2.4944644231903e-126,"C_1m","Bcl2a1d"
"A930007I19Rik",1.49728111854024e-130,2.5205338561844,0.015,0.002,3.26961277855632e-126,"C_1m","A930007I19Rik"
"Smo",2.56601522599445e-130,0.774273871108394,0.05,0.02,5.60340744900409e-126,"C_1m","Smo"
"Abhd8",3.07567001994751e-130,0.6021049260822,0.077,0.038,6.71634062255938e-126,"C_1m","Abhd8"
"1700001O22Rik",3.17098790256068e-130,2.66109049543792,0.01,0.001,6.92448628282177e-126,"C_1m","1700001O22Rik"
"Letm2",3.24218536733745e-130,0.488152930050022,0.049,0.019,7.0799601866548e-126,"C_1m","Letm2"
"Cyp4f17",3.74910825898039e-130,1.90177981404793,0.017,0.003,8.18692770513549e-126,"C_1m","Cyp4f17"
"Sik2",3.86646715897393e-130,1.08815545604453,0.031,0.01,8.44320433505136e-126,"C_1m","Sik2"
"Stard4",5.62410814916734e-130,0.446885729060362,0.036,0.012,1.22813649653367e-125,"C_1m","Stard4"
"Gm45871",6.29860997256759e-130,2.5545269750642,0.014,0.002,1.37542745970959e-125,"C_1m","Gm45871"
"Socs5",6.31377522269936e-130,0.217125887614315,0.045,0.017,1.37873909538086e-125,"C_1m","Socs5"
"Itpr2",6.33803464597071e-130,0.184967316049816,0.095,0.05,1.38403662564062e-125,"C_1m","Itpr2"
"Acot6",6.45175609973752e-130,1.98865069008298,0.018,0.003,1.40886997949968e-125,"C_1m","Acot6"
"Ankrd44",7.0930005646667e-130,0.400983765199747,0.059,0.026,1.54889853330627e-125,"C_1m","Ankrd44"
"Fyco1",8.01269612551594e-130,0.464510404742764,0.07,0.033,1.74973245292892e-125,"C_1m","Fyco1"
"Dubr",1.55244723914208e-129,0.228600123488007,0.036,0.012,3.39007903611456e-125,"C_1m","Dubr"
"Tnfsf13",2.06081319225237e-129,1.71859586904425,0.025,0.006,4.50019776792151e-125,"C_1m","Tnfsf13"
"Nrarp",3.52397632098964e-129,0.452270001663297,0.082,0.041,7.69530709214508e-125,"C_1m","Nrarp"
"Spty2d1",6.95613551072862e-129,0.17042228471704,0.056,0.024,1.51901131147781e-124,"C_1m","Spty2d1"
"Itsn1",8.62695900525666e-129,0.456714619910585,0.062,0.028,1.8838690379779e-124,"C_1m","Itsn1"
"Pole3",1.62230938896919e-128,0.359902370398614,0.06,0.026,3.54263701269202e-124,"C_1m","Pole3"
"Aqp11",1.92034138685548e-128,0.883031993790453,0.053,0.022,4.19344948647631e-124,"C_1m","Aqp11"
"Gm20501",2.08277230884091e-128,2.51599784225371,0.022,0.005,4.5481498908159e-124,"C_1m","Gm20501"
"Ccdc190",2.67075924049367e-128,0.44916730619414,0.059,0.025,5.83213695346603e-124,"C_1m","Ccdc190"
"Kank1",3.00170862207998e-128,0.37873207413875,0.062,0.028,6.55483111803605e-124,"C_1m","Kank1"
"Cox6b1",4.73051736928448e-128,0.106554793825642,0.559,0.418,1.03300307793065e-123,"C_1m","Cox6b1"
"Lrch4",5.42979616508091e-128,0.740666527368803,0.04,0.014,1.18570458856872e-123,"C_1m","Lrch4"
"Adamts2",1.53606920976527e-127,0.676826775431925,0.02,0.004,3.35431433336441e-123,"C_1m","Adamts2"
"Senp1",1.63023910135782e-127,0.338793032430538,0.045,0.017,3.55995312563507e-123,"C_1m","Senp1"
"Nphp3",1.74211623855915e-127,0.739931245476746,0.036,0.012,3.80425923014161e-123,"C_1m","Nphp3"
"Nsmf",2.16623688244667e-127,0.10838416252589,0.076,0.036,4.73041148019878e-123,"C_1m","Nsmf"
"Crebl2",2.77746227610294e-127,0.9760635577879,0.026,0.007,6.06514437232598e-123,"C_1m","Crebl2"
"Ntn4",3.30843566851915e-127,2.35666761470639,0.019,0.004,7.22463096934527e-123,"C_1m","Ntn4"
"Lgi4",3.41403407749925e-127,0.274737785691971,0.061,0.027,7.45522621503511e-123,"C_1m","Lgi4"
"Agrn",4.44176018821737e-127,0.257956814534134,0.069,0.032,9.69947172301028e-123,"C_1m","Agrn"
"Lix1l",7.73585302497688e-127,0.867716626225366,0.039,0.014,1.6892782250642e-122,"C_1m","Lix1l"
"Sirt5",1.12907169661753e-126,0.426593965166137,0.043,0.016,2.46555386390371e-122,"C_1m","Sirt5"
"Rapgef4",1.26989180870474e-126,0.912448181979508,0.072,0.035,2.77306274266854e-122,"C_1m","Rapgef4"
"BC002059",1.62603030435289e-126,2.89165869022662,0.013,0.002,3.55076237561541e-122,"C_1m","BC002059"
"Ppp1r9b",2.59168929209392e-126,0.335039617773135,0.075,0.036,5.6594719071455e-122,"C_1m","Ppp1r9b"
"Ndc1",3.14816450183847e-126,1.45151994949166,0.022,0.006,6.87464682266467e-122,"C_1m","Ndc1"
"Cdc42ep4",3.35834340390719e-126,0.21691463530372,0.067,0.031,7.33361449111214e-122,"C_1m","Cdc42ep4"
"Sacs",4.7445540721848e-126,2.27677234291995,0.018,0.004,1.03606827274299e-121,"C_1m","Sacs"
"Tmem240",5.26426805050802e-126,1.37442174428249,0.017,0.003,1.14955821418944e-121,"C_1m","Tmem240"
"Adcy8",8.52849582172577e-126,1.02447736397343,0.024,0.006,1.86236763259026e-121,"C_1m","Adcy8"
"Utp14b",1.10390798891248e-125,0.298281871001505,0.07,0.033,2.41060387538819e-121,"C_1m","Utp14b"
"Ggnbp1",1.26443070298636e-125,1.16420669976314,0.038,0.013,2.76113732611131e-121,"C_1m","Ggnbp1"
"Hsdl2",1.28299092610033e-125,0.198137572380258,0.127,0.073,2.80166728532529e-121,"C_1m","Hsdl2"
"Rps8",2.09798794754386e-125,0.172750603273361,0.775,0.653,4.58137628105154e-121,"C_1m","Rps8"
"Fam214a",2.15632977806242e-125,0.371601688690107,0.051,0.021,4.70877733635491e-121,"C_1m","Fam214a"
"Gm12326",2.92534767847674e-125,1.33722403412217,0.019,0.004,6.38808172548966e-121,"C_1m","Gm12326"
"Lgals9",4.9557833020626e-125,0.773372271323891,0.09,0.047,1.08219439967141e-120,"C_1m","Lgals9"
"Ms4a4c",1.09329389299932e-124,2.37316508928717,0.017,0.003,2.38742587414262e-120,"C_1m","Ms4a4c"
"Ssh2",1.094350885879e-124,0.148833621417835,0.102,0.055,2.38973402949397e-120,"C_1m","Ssh2"
"Vti1a",2.35919039186117e-124,0.346483678115907,0.047,0.019,5.15176405870724e-120,"C_1m","Vti1a"
"Parp3",2.61253023722781e-124,0.694064881207492,0.039,0.014,5.70498227903436e-120,"C_1m","Parp3"
"2310010J17Rik",2.74823496661974e-124,0.967403721045712,0.042,0.016,6.00132069660754e-120,"C_1m","2310010J17Rik"
"AC132307.1",3.03436453292787e-124,2.54202216496809,0.014,0.002,6.62614183055458e-120,"C_1m","AC132307.1"
"Plekhm2",3.76116283968966e-124,0.479124611766864,0.053,0.022,8.21325129303031e-120,"C_1m","Plekhm2"
"Gm44386",4.43401127440309e-124,2.09621435483775,0.02,0.005,9.68255041991404e-120,"C_1m","Gm44386"
"5330434G04Rik",5.03269279173946e-124,0.656788150503356,0.035,0.012,1.09898912493215e-119,"C_1m","5330434G04Rik"
"Med15",5.9592861547506e-124,0.111965200664439,0.057,0.025,1.30132931761289e-119,"C_1m","Med15"
"Fgd4",7.61141005434829e-124,0.377837957953557,0.054,0.023,1.66210361356804e-119,"C_1m","Fgd4"
"Slc25a30",8.43541743129102e-124,2.05598156832422,0.019,0.004,1.84204210447102e-119,"C_1m","Slc25a30"
"Naa38",2.10992746860381e-123,0.219802868631117,0.18,0.113,4.60744861319013e-119,"C_1m","Naa38"
"Gm29170",2.82305097473266e-123,2.46743299243916,0.012,0.002,6.16469641352372e-119,"C_1m","Gm29170"
"Yod1",7.32058633601006e-123,0.379073123757944,0.042,0.016,1.59859643819452e-118,"C_1m","Yod1"
"Gm31243",1.02979507786394e-122,2.86549459043822,0.011,0.001,2.24876351153149e-118,"C_1m","Gm31243"
"Zfp799",1.86438181658424e-122,0.234457292672132,0.035,0.012,4.071250572875e-118,"C_1m","Zfp799"
"Ext1",1.88048216043255e-122,0.391740550597827,0.041,0.016,4.10640889373655e-118,"C_1m","Ext1"
"Sema5a",1.9832129989695e-122,0.548302695918963,0.029,0.009,4.3307422258497e-118,"C_1m","Sema5a"
"Rpsa",2.49909848432936e-122,0.118078277189012,0.685,0.534,5.45728136023002e-118,"C_1m","Rpsa"
"A130014A01Rik",2.98184272500467e-122,2.2323992574752,0.017,0.003,6.51144995859271e-118,"C_1m","A130014A01Rik"
"Tpcn1",3.05240575256991e-122,0.374328920854429,0.067,0.032,6.66553844188692e-118,"C_1m","Tpcn1"
"Hdac8",3.37185087920545e-122,0.29192194322364,0.06,0.027,7.36311076492094e-118,"C_1m","Hdac8"
"Pde3a",4.25645247747853e-122,2.46002151255124,0.012,0.001,9.29481527506987e-118,"C_1m","Pde3a"
"Epb41l4aos",4.34532571733877e-122,0.485099615078467,0.064,0.029,9.48888776895266e-118,"C_1m","Epb41l4aos"
"Gm29488",4.55136948101228e-122,3.21954987871177,0.011,0.001,9.93882553568652e-118,"C_1m","Gm29488"
"Zfp874a",4.81952144508076e-122,0.373012629280307,0.03,0.01,1.05243889796229e-117,"C_1m","Zfp874a"
"Sap130",5.34440402704701e-122,0.411366982106794,0.033,0.011,1.16705750738626e-117,"C_1m","Sap130"
"Ric1",5.82563907284515e-122,0.788653889722613,0.029,0.009,1.2721448043372e-117,"C_1m","Ric1"
"Gm49741",6.2363954024567e-122,2.66760916848662,0.014,0.002,1.36184166403447e-117,"C_1m","Gm49741"
"Clec16a",6.24767451891686e-122,0.671596305864395,0.031,0.01,1.36430468469587e-117,"C_1m","Clec16a"
"Inka2",1.32851878903991e-121,2.45451924349911,0.014,0.002,2.90108647962645e-117,"C_1m","Inka2"
"Nsun3",1.93644232660267e-121,1.83897143999607,0.017,0.004,4.22860910860226e-117,"C_1m","Nsun3"
"Gbp4",2.1184904676055e-121,1.9033703186176,0.025,0.007,4.62614763411012e-117,"C_1m","Gbp4"
"Hotairm1",2.23597840532185e-121,2.02760855197023,0.015,0.003,4.88270604370132e-117,"C_1m","Hotairm1"
"Sfrp1",2.35920365570739e-121,0.59311280852917,0.04,0.015,5.15179302296823e-117,"C_1m","Sfrp1"
"Lrrc42",2.64150528331161e-121,0.105564226867347,0.054,0.023,5.76825508716757e-117,"C_1m","Lrrc42"
"Fbxl7",3.02669226199741e-121,1.85737282943739,0.017,0.003,6.60938789252375e-117,"C_1m","Fbxl7"
"Shisa5",3.10240086876324e-121,0.185989611920253,0.155,0.095,6.77471277711828e-117,"C_1m","Shisa5"
"Vps9d1",3.14831098037823e-121,0.272323460670844,0.048,0.019,6.87496668785193e-117,"C_1m","Vps9d1"
"Zdhhc3",4.17278924293217e-121,0.121475193081352,0.063,0.029,9.11211986979098e-117,"C_1m","Zdhhc3"
"Pyroxd2",5.27847787463687e-121,1.49622723032111,0.017,0.003,1.15266121348445e-116,"C_1m","Pyroxd2"
"AU022252",7.86487304726257e-121,0.412799117020007,0.043,0.016,1.71745232733073e-116,"C_1m","AU022252"
"Golga3",1.17595456695312e-120,0.192452991366221,0.041,0.016,2.56793198785553e-116,"C_1m","Golga3"
"E130102H24Rik",1.52108112909372e-120,0.183850329742379,0.045,0.018,3.32158486160195e-116,"C_1m","E130102H24Rik"
"Sap18b",2.28161053561322e-120,3.08155808290256,0.013,0.002,4.98235292661859e-116,"C_1m","Sap18b"
"Tmem44",4.71163780875022e-120,0.467353162092065,0.059,0.027,1.02888034829679e-115,"C_1m","Tmem44"
"Galnt16",6.89892355489221e-120,0.366743527431402,0.046,0.018,1.50651793668181e-115,"C_1m","Galnt16"
"Srgap3",9.1551650034686e-120,0.223875709131012,0.059,0.027,1.99921338180744e-115,"C_1m","Srgap3"
"Hap1",1.84615080196898e-119,1.22757081040148,0.022,0.006,4.03143950625967e-115,"C_1m","Hap1"
"2510046G10Rik",3.04205711381399e-119,2.0855421310061,0.019,0.004,6.64294011943561e-115,"C_1m","2510046G10Rik"
"Ccdc173",3.62737971246881e-119,0.534334358413158,0.04,0.015,7.92110907811814e-115,"C_1m","Ccdc173"
"Pid1",4.32556798006383e-119,0.367152178603044,0.065,0.031,9.44574279806538e-115,"C_1m","Pid1"
"Dennd1b",4.59327113544992e-119,0.83597138312124,0.035,0.012,1.0030326178482e-114,"C_1m","Dennd1b"
"Sybu",7.37517484475276e-119,0.334461548435509,0.052,0.022,1.61051693084866e-114,"C_1m","Sybu"
"Qtrt2",8.81718662332859e-119,3.05273880108002,0.014,0.002,1.92540904293626e-114,"C_1m","Qtrt2"
"Cox7b2",1.05279226078106e-118,1.97400560241086,0.012,0.002,2.2989824598676e-114,"C_1m","Cox7b2"
"Xxylt1",1.14551330768676e-118,1.18095737660011,0.026,0.008,2.50145740999558e-114,"C_1m","Xxylt1"
"A230072E10Rik",1.18550365208412e-118,3.18535414812187,0.01,0.001,2.5887843250561e-114,"C_1m","A230072E10Rik"
"Naa40",1.65708830524061e-118,0.439347185772845,0.043,0.017,3.61858373215392e-114,"C_1m","Naa40"
"Decr1",1.93538098327358e-118,0.221462894124105,0.091,0.048,4.22629145317452e-114,"C_1m","Decr1"
"1110008P14Rik",2.50644278869521e-118,0.132530011756759,0.111,0.062,5.47331911767373e-114,"C_1m","1110008P14Rik"
"Fau",2.71048854560125e-118,0.223102983452375,0.783,0.661,5.91889383702946e-114,"C_1m","Fau"
"Clasp1",3.80326223394606e-118,0.173745362350231,0.055,0.024,8.30518374026801e-114,"C_1m","Clasp1"
"Dpf3",6.77156987502834e-118,1.37265367730654,0.02,0.005,1.47870771360994e-113,"C_1m","Dpf3"
"Nlgn2",8.90933100547472e-118,0.294402764939019,0.034,0.012,1.94553061166551e-113,"C_1m","Nlgn2"
"Brd3os",9.61833373615e-118,2.76793640332891,0.017,0.003,2.10035553796307e-113,"C_1m","Brd3os"
"Ccdc85c",1.02397085009867e-117,3.07502130253318,0.013,0.002,2.23604514536047e-113,"C_1m","Ccdc85c"
"Atl2",1.25685639643436e-117,0.41127159606818,0.073,0.036,2.74459731289372e-113,"C_1m","Atl2"
"1700012D14Rik",1.67196784741335e-117,1.20175062657483,0.022,0.006,3.65107618839653e-113,"C_1m","1700012D14Rik"
"Ppp6r2",4.23876652357854e-117,0.752828076117116,0.037,0.013,9.25619445753846e-113,"C_1m","Ppp6r2"
"Cnih2",4.95095074020054e-117,0.84743550494505,0.045,0.018,1.08113911313759e-112,"C_1m","Cnih2"
"Bhlhe40",5.4822833809312e-117,0.344638865021152,0.063,0.03,1.19716622189395e-112,"C_1m","Bhlhe40"
"Tgfbrap1",5.69429059001613e-117,0.166863732435957,0.05,0.021,1.24346223614182e-112,"C_1m","Tgfbrap1"
"Aifm3",6.90410494113244e-117,0.552688281705241,0.06,0.028,1.50764939599509e-112,"C_1m","Aifm3"
"Ank3",8.22064712136923e-117,0.24564879454258,0.146,0.089,1.7951427118934e-112,"C_1m","Ank3"
"Fndc3a",1.54789679587131e-116,0.111770472708107,0.073,0.036,3.38014223314419e-112,"C_1m","Fndc3a"
"Eef1aknmt",1.95748288904472e-116,2.40728765411871,0.013,0.002,4.27455538480695e-112,"C_1m","Eef1aknmt"
"Kcnk2",2.23308287349886e-116,0.257016135470656,0.078,0.039,4.87638307085945e-112,"C_1m","Kcnk2"
"Mfsd12",2.47141034045594e-116,2.4359632231984,0.016,0.003,5.39681876045363e-112,"C_1m","Mfsd12"
"Gm16124",2.62766738579467e-116,2.68450324921348,0.017,0.004,5.73803727035982e-112,"C_1m","Gm16124"
"Platr25",2.70559695438959e-116,2.43548966589573,0.015,0.003,5.90821206930055e-112,"C_1m","Platr25"
"Bckdhb",3.00408124475608e-116,0.147420789501747,0.063,0.03,6.56001221417385e-112,"C_1m","Bckdhb"
"Grm5",4.38794244904934e-116,0.88447268516194,0.018,0.004,9.58194992598904e-112,"C_1m","Grm5"
"Gm27010",4.46124659074882e-116,3.01986140134943,0.01,0.001,9.74202418021819e-112,"C_1m","Gm27010"
"Sec24a",4.55390954152789e-116,0.321531702086616,0.039,0.015,9.94437226583446e-112,"C_1m","Sec24a"
"Pdlim5",7.85122544792002e-116,0.136675037305815,0.083,0.043,1.7144721010623e-111,"C_1m","Pdlim5"
"Rps16",7.94719616934366e-116,0.192748968541119,0.726,0.585,1.73542922749958e-111,"C_1m","Rps16"
"Tnfaip8",1.03487239192893e-115,0.326647508942032,0.112,0.064,2.25985084225521e-111,"C_1m","Tnfaip8"
"Gm46430",1.42690128208516e-115,2.79051152898777,0.014,0.003,3.11592432968937e-111,"C_1m","Gm46430"
"Rpl36",2.45182912995724e-115,0.162341658186903,0.646,0.505,5.35405927108762e-111,"C_1m","Rpl36"
"Map3k20",2.97397967939873e-115,1.9708592792076,0.02,0.005,6.49427942590301e-111,"C_1m","Map3k20"
"Ttll4",3.39368303772037e-115,1.44437312139239,0.017,0.004,7.41078564946998e-111,"C_1m","Ttll4"
"Slc30a1",3.44639266644886e-115,0.155449422630339,0.066,0.032,7.52588766572437e-111,"C_1m","Slc30a1"
"Smox",4.80949162330026e-115,0.152634715479708,0.144,0.088,1.05024868578008e-110,"C_1m","Smox"
"Asah2",7.15311363498032e-115,0.502426276794136,0.036,0.013,1.56202542447065e-110,"C_1m","Asah2"
"Sfi1",8.74002518283306e-115,0.561969457505406,0.035,0.012,1.90855929917526e-110,"C_1m","Sfi1"
"Plce1",1.8672634021678e-114,0.881057001273872,0.045,0.018,4.07754309131382e-110,"C_1m","Plce1"
"Gm4707",1.99583617401419e-114,3.42124214942621,0.01,0.001,4.35830745319479e-110,"C_1m","Gm4707"
"Gbp5",3.06502032126579e-114,1.64711306595178,0.024,0.007,6.69308487554811e-110,"C_1m","Gbp5"
"Cox6c",3.36696025645185e-114,0.148209630059004,0.682,0.536,7.35243111201391e-110,"C_1m","Cox6c"
"Carmil3",4.85847889012427e-114,2.94527982848205,0.011,0.001,1.06094603523644e-109,"C_1m","Carmil3"
"Jpx",5.26282388562887e-114,0.664733534767153,0.03,0.01,1.14924285190478e-109,"C_1m","Jpx"
"Csnk1g1",6.26551648670427e-114,0.271348547476155,0.044,0.018,1.36820083520161e-109,"C_1m","Csnk1g1"
"Tmem175",7.01162373591336e-114,0.226760203875702,0.055,0.024,1.5311282752114e-109,"C_1m","Tmem175"
"Ifi47",7.64050191463947e-114,1.30798349833206,0.031,0.011,1.66845640309982e-109,"C_1m","Ifi47"
"Slc7a11",7.99011597270316e-114,0.150853512683436,0.077,0.039,1.74480162495919e-109,"C_1m","Slc7a11"
"Dhrs4",1.12073088001134e-113,0.187583474691335,0.097,0.053,2.44734002268076e-109,"C_1m","Dhrs4"
"Hist2h2aa1",2.1824097487711e-113,2.44675050594087,0.017,0.004,4.76572816839145e-109,"C_1m","Hist2h2aa1"
"Cecr2",2.30723968918175e-113,0.659808281094196,0.031,0.01,5.0383193092662e-109,"C_1m","Cecr2"
"Hivep2",2.38966419546091e-113,0.48184465935721,0.033,0.012,5.21830970362798e-109,"C_1m","Hivep2"
"Fitm2",2.66051537684003e-113,0.863770836924716,0.028,0.009,5.80976742840558e-109,"C_1m","Fitm2"
"Gm9993",2.74068366946266e-113,2.37238583322542,0.015,0.003,5.98483092900561e-109,"C_1m","Gm9993"
"6030458C11Rik",8.87423860714254e-113,0.102828443362112,0.048,0.02,1.93786748464172e-108,"C_1m","6030458C11Rik"
"Tfe3",1.02941366661455e-112,0.239413118089785,0.052,0.022,2.2479306237862e-108,"C_1m","Tfe3"
"Scai",1.30409468399438e-112,0.617267390223756,0.041,0.016,2.84775156143854e-108,"C_1m","Scai"
"Mfsd7a",1.84907429538712e-112,1.51062020855719,0.014,0.003,4.03782353883685e-108,"C_1m","Mfsd7a"
"Cyp46a1",2.02621278147903e-112,0.561499422074211,0.029,0.009,4.42464085091575e-108,"C_1m","Cyp46a1"
"Tmem218",2.19613834649661e-112,0.273482324480135,0.088,0.047,4.79570730724465e-108,"C_1m","Tmem218"
"Hibch",3.7546398785452e-112,0.144049870109661,0.075,0.038,8.19900710277916e-108,"C_1m","Hibch"
"Mettl4",4.84205387813291e-112,1.26635691772329,0.026,0.008,1.05735930536788e-107,"C_1m","Mettl4"
"Fndc10",9.75388473333654e-112,3.09410505617193,0.012,0.002,2.1299558092187e-107,"C_1m","Fndc10"
"Taco1os",1.28856130524722e-111,2.27396514021994,0.016,0.003,2.81383132226836e-107,"C_1m","Taco1os"
"Zdhhc21",1.71207847128853e-111,0.339753784047019,0.055,0.025,3.73866575775275e-107,"C_1m","Zdhhc21"
"Sdk2",1.84037948729528e-111,2.4643404824244,0.012,0.002,4.01883668640671e-107,"C_1m","Sdk2"
"Znrf2",2.46418217642952e-111,0.611356298011726,0.039,0.015,5.38103461866914e-107,"C_1m","Znrf2"
"Cfap54",3.2511775890054e-111,2.45766536452332,0.015,0.003,7.09959650111109e-107,"C_1m","Cfap54"
"Etnppl",3.40257204696481e-111,0.421971391018178,0.061,0.029,7.43019657895705e-107,"C_1m","Etnppl"
"B930036N10Rik",3.79047891507463e-111,2.51298149202853,0.013,0.002,8.27726880684846e-107,"C_1m","B930036N10Rik"
"Insr",4.36822613426511e-111,0.244164017987062,0.064,0.031,9.53889540939472e-107,"C_1m","Insr"
"Gm43597",4.5874038616948e-111,2.60650901198066,0.01,0.001,1.00175138127829e-106,"C_1m","Gm43597"
"Aldh5a1",5.18957786947893e-111,0.327554757470989,0.058,0.026,1.13324811935811e-106,"C_1m","Aldh5a1"
"Zswim9",6.30643674770954e-111,2.39284538513227,0.015,0.003,1.37713659259733e-106,"C_1m","Zswim9"
"Gm20045",7.13672302493397e-111,3.20148931032533,0.011,0.002,1.55844620695483e-106,"C_1m","Gm20045"
"Aldh1l1",8.01967057061495e-111,0.279357212925473,0.078,0.04,1.75125546250519e-106,"C_1m","Aldh1l1"
"Negr1",1.41914660133687e-110,0.249779171625905,0.056,0.025,3.09899043333932e-106,"C_1m","Negr1"
"Armh4",1.90048087030797e-110,3.00357390820696,0.012,0.002,4.15008007649151e-106,"C_1m","Armh4"
"Ppp1r3g",2.65185367979343e-110,0.951147634622425,0.032,0.011,5.79085288056491e-106,"C_1m","Ppp1r3g"
"B3glct",2.74750411612924e-110,0.462551403923288,0.04,0.016,5.99972473839142e-106,"C_1m","B3glct"
"Lyplal1",2.81765859848169e-110,0.788252253527284,0.028,0.009,6.15292108150446e-106,"C_1m","Lyplal1"
"Crppa",2.95901577702157e-110,2.0320978811833,0.018,0.004,6.461602752282e-106,"C_1m","Crppa"
"Hmgxb3",4.10642479308815e-110,0.329421565096335,0.036,0.013,8.96719982066659e-106,"C_1m","Hmgxb3"
"Emp2",4.41500740317709e-110,0.216810455963835,0.106,0.061,9.64105166631781e-106,"C_1m","Emp2"
"Mipol1",7.65654417379243e-110,0.670960127341845,0.022,0.006,1.67195955123105e-105,"C_1m","Mipol1"
"Cyp4f15",8.13213704128439e-110,0.175667117622849,0.062,0.03,1.77581476570527e-105,"C_1m","Cyp4f15"
"4833408A19Rik",1.35334301542494e-109,2.53975231564604,0.011,0.001,2.95529514278344e-105,"C_1m","4833408A19Rik"
"Gm45716",2.82443680646782e-109,2.8579100632864,0.014,0.003,6.16772265428377e-105,"C_1m","Gm45716"
