"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dlg4",6.72003054234393e-163,0.704364107255563,0.052,0.019,1.46745306953164e-158,"C_1m","Dlg4"
"Borcs5",7.64617630051125e-163,0.151328299147356,0.059,0.023,1.66969551874264e-158,"C_1m","Borcs5"
"4931406C07Rik",8.02693062945904e-163,0.119762133142406,0.096,0.046,1.75284084155497e-158,"C_1m","4931406C07Rik"
"Spindoc",8.44974417685381e-163,2.96486085597577,0.018,0.003,1.84517063589957e-158,"C_1m","Spindoc"
"Nr1d2",1.29453863875715e-162,0.221365255611347,0.082,0.037,2.826884025454e-158,"C_1m","Nr1d2"
"Sap25",1.54990938733979e-162,2.77645178873845,0.017,0.003,3.3845371291339e-158,"C_1m","Sap25"
"Rims2",1.80287838938591e-162,0.808469422733029,0.053,0.019,3.93694553890202e-158,"C_1m","Rims2"
"Slc26a6",3.44736590388958e-162,2.88240543842203,0.014,0.002,7.52801292432367e-158,"C_1m","Slc26a6"
"Fzd2",4.43228589308486e-162,0.275341509523695,0.074,0.032,9.6787827047294e-158,"C_1m","Fzd2"
"Bdh1",4.69056599848597e-162,0.394856368411543,0.08,0.036,1.02427889708938e-157,"C_1m","Bdh1"
"Gan",5.16146543097004e-162,1.56807221118801,0.023,0.005,1.12710920616093e-157,"C_1m","Gan"
"Kat14",5.77273466406306e-162,2.6627154508025,0.023,0.005,1.26059206859145e-157,"C_1m","Kat14"
"D330041H03Rik",6.07906105949937e-162,2.23920792696894,0.018,0.003,1.32748456356288e-157,"C_1m","D330041H03Rik"
"Ap4m1",7.04488306853257e-162,0.97958317886701,0.034,0.01,1.53839111567546e-157,"C_1m","Ap4m1"
"Lmo4",9.53285189793625e-162,0.232102491817447,0.125,0.066,2.08168886895234e-157,"C_1m","Lmo4"
"Gm43329",9.54556518300364e-162,3.28732435587736,0.011,0.001,2.0844650690125e-157,"C_1m","Gm43329"
"Gm12940",3.57849292369843e-161,2.88065503339314,0.018,0.003,7.81435499748026e-157,"C_1m","Gm12940"
"2610021A01Rik",4.56850944612373e-161,2.66403165860424,0.016,0.002,9.97625407750038e-157,"C_1m","2610021A01Rik"
"Cdc73",4.58428455134177e-161,0.254182812833637,0.075,0.033,1.0010702174765e-156,"C_1m","Cdc73"
"Gm26797",1.31652397861922e-160,4.52002850990999,0.01,0.001,2.87489341211079e-156,"C_1m","Gm26797"
"Pdlim4",1.50058295700761e-160,0.300336907989017,0.137,0.075,3.27682300321751e-156,"C_1m","Pdlim4"
"Dtx3l",1.80137551272309e-160,1.03356826858696,0.035,0.01,3.9336637071334e-156,"C_1m","Dtx3l"
"Stard10",1.96195171881524e-160,0.244296849201681,0.077,0.034,4.28431396837685e-156,"C_1m","Stard10"
"Pag1",2.24094376989565e-160,0.607148006863151,0.073,0.032,4.89354891032113e-156,"C_1m","Pag1"
"Rfx7",3.84719618032405e-160,0.373522394558085,0.053,0.02,8.40112229897364e-156,"C_1m","Rfx7"
"Htt",3.87961516740205e-160,0.461712343811898,0.055,0.021,8.47191564105586e-156,"C_1m","Htt"
"Dmd",4.00401472641066e-160,0.367502888134239,0.084,0.039,8.74356695806296e-156,"C_1m","Dmd"
"Rcn2",6.643705625425e-160,0.238058076460484,0.3,0.202,1.45078599742406e-155,"C_1m","Rcn2"
"Fgl2",6.79590276625294e-160,1.93917563319975,0.026,0.006,1.48402128706665e-155,"C_1m","Fgl2"
"Pdzph1",7.32902600003984e-160,1.2451082956814,0.035,0.01,1.6004394076287e-155,"C_1m","Pdzph1"
"Nudt5",1.37233772087398e-159,0.176024299051223,0.085,0.039,2.99677388107251e-155,"C_1m","Nudt5"
"Rbm46",1.4192175358619e-159,2.25528024534458,0.014,0.002,3.09914533306164e-155,"C_1m","Rbm46"
"Vps52",1.4997471737966e-159,0.318295031599427,0.061,0.024,3.27499790341965e-155,"C_1m","Vps52"
"Cdk8",1.84750114290824e-159,0.493535128007739,0.06,0.024,4.03438824576873e-155,"C_1m","Cdk8"
"Tent5c",2.27937823759114e-159,2.41025787711461,0.024,0.005,4.97747825742777e-155,"C_1m","Tent5c"
"Gm43328",2.68091820561188e-159,3.6232086820136,0.011,0.001,5.85432108559467e-155,"C_1m","Gm43328"
"Rnf24",4.01129273753379e-159,0.415634661350301,0.043,0.014,8.75945995095254e-155,"C_1m","Rnf24"
"Fars2",6.5549801568693e-159,0.4817510747152,0.091,0.044,1.43141101685555e-154,"C_1m","Fars2"
"Gls",7.36107472025538e-159,0.20764173922495,0.077,0.034,1.60743788666217e-154,"C_1m","Gls"
"Tex52",7.70506874329296e-159,2.13749078986725,0.018,0.003,1.68255586147288e-154,"C_1m","Tex52"
"Gm36988",1.03298393014136e-158,4.00140038660727,0.013,0.001,2.25572700824969e-154,"C_1m","Gm36988"
"Samhd1",1.51809734040859e-158,0.818370555000965,0.071,0.03,3.31506916225023e-154,"C_1m","Samhd1"
"Dpy19l1",3.35558285523761e-158,0.258207058763326,0.139,0.079,7.32758628098236e-154,"C_1m","Dpy19l1"
"Pcdhga12",3.76504480419747e-158,1.89637224741827,0.022,0.004,8.22172833892601e-154,"C_1m","Pcdhga12"
"Phkb",4.14789294595709e-158,0.432183049801858,0.073,0.032,9.0577538260865e-154,"C_1m","Phkb"
"Slfn8",4.91230181653405e-158,1.34516207973803,0.028,0.007,1.07269934767654e-153,"C_1m","Slfn8"
"Morn2",6.13652708383901e-158,0.273265186727953,0.119,0.063,1.34003341929792e-153,"C_1m","Morn2"
"Akap13",6.31606070553196e-158,0.452100017766492,0.09,0.043,1.37923817626701e-153,"C_1m","Akap13"
"Uqcc2",1.46808267980437e-157,0.125493408871825,0.305,0.202,3.20585214788881e-153,"C_1m","Uqcc2"
"Tmem176a",1.84437106132217e-157,0.265782919477815,0.233,0.148,4.02755308660922e-153,"C_1m","Tmem176a"
"Zfhx4",2.3504392902247e-157,0.295794956596211,0.055,0.021,5.13265427806369e-153,"C_1m","Zfhx4"
"Armh3",5.23416709164535e-157,2.74731562848893,0.017,0.003,1.1429850678026e-152,"C_1m","Armh3"
"Tcf7l2",5.3811673992134e-157,0.277487738868959,0.11,0.056,1.17508552496623e-152,"C_1m","Tcf7l2"
"Lmbrd2",7.14484682324916e-157,0.439794129035036,0.057,0.022,1.56022020079292e-152,"C_1m","Lmbrd2"
"Slc25a53",8.14238502538783e-157,1.41893735390099,0.022,0.004,1.77805261799394e-152,"C_1m","Slc25a53"
"Gm38393",1.05502186526192e-156,2.77053694262467,0.013,0.001,2.30385124717245e-152,"C_1m","Gm38393"
"Hist1h4i",1.23454113021763e-156,1.3735534378794,0.039,0.012,2.69586746605625e-152,"C_1m","Hist1h4i"
"Noc2l",1.54506865446294e-156,0.102453269026347,0.067,0.028,3.37396642075073e-152,"C_1m","Noc2l"
"Srek1ip1",1.99793406095954e-156,0.246362711579209,0.11,0.057,4.36288860891734e-152,"C_1m","Srek1ip1"
"Ireb2",2.0339788086622e-156,0.392388086749585,0.065,0.027,4.44159952447564e-152,"C_1m","Ireb2"
"Flvcr1",2.76134328354948e-156,2.76460615838456,0.019,0.003,6.02994532828701e-152,"C_1m","Flvcr1"
"Ftl1-ps1",4.07097059873421e-156,2.56976878292992,0.018,0.003,8.88977849645589e-152,"C_1m","Ftl1-ps1"
"Pou3f2",4.18354332748653e-156,0.359789826591854,0.079,0.036,9.13560356423234e-152,"C_1m","Pou3f2"
"H2-K1",6.19814614821154e-156,0.613461445977681,0.258,0.172,1.35348917438495e-151,"C_1m","H2-K1"
"Plekhb1",9.10581581850112e-156,0.144891522830615,0.247,0.158,1.98843700028609e-151,"C_1m","Plekhb1"
"Pcgf5",1.09454559105543e-155,0.739712264016037,0.053,0.02,2.39015920718774e-151,"C_1m","Pcgf5"
"Arsb",1.45845274481108e-155,0.690229936263194,0.109,0.057,3.18482325884395e-151,"C_1m","Arsb"
"Spata7",1.95564557845786e-155,0.63396965461625,0.043,0.015,4.27054324967843e-151,"C_1m","Spata7"
"Ap1ar",2.53493567524885e-155,0.987836004277154,0.047,0.017,5.53553903404091e-151,"C_1m","Ap1ar"
"Firre",2.59635902156167e-155,0.76795886838884,0.045,0.015,5.66966919538422e-151,"C_1m","Firre"
"Epb41l1",3.53928329847087e-155,0.539084504296286,0.043,0.015,7.72873293887085e-151,"C_1m","Epb41l1"
"Tmem191c",3.60026625494111e-155,1.42309985653754,0.035,0.01,7.8619014209149e-151,"C_1m","Tmem191c"
"Tanc1",7.46961915111214e-155,0.19839024097857,0.053,0.02,1.63114073402836e-150,"C_1m","Tanc1"
"Atr",8.38651803014538e-155,0.806276469287105,0.038,0.012,1.83136394224285e-150,"C_1m","Atr"
"Itga6",8.82283986429722e-155,0.279847506097661,0.126,0.068,1.92664354116658e-150,"C_1m","Itga6"
"Fmn2",1.0387735329042e-154,0.677215144505356,0.054,0.021,2.26836976380291e-150,"C_1m","Fmn2"
"Fads6",1.20926986970588e-154,0.920104632463703,0.03,0.008,2.64068261447674e-150,"C_1m","Fads6"
"Gm12258",1.3404776072415e-154,2.71370948828935,0.014,0.002,2.92720095093326e-150,"C_1m","Gm12258"
"Bri3bp",1.83120625898159e-154,0.214779073176275,0.071,0.031,3.9988051077381e-150,"C_1m","Bri3bp"
"Dpp8",3.97896922137466e-154,0.381491801660945,0.068,0.029,8.68887508871584e-150,"C_1m","Dpp8"
"Gucy1a1",5.94121905240979e-154,2.23162438575528,0.021,0.004,1.29738400447473e-149,"C_1m","Gucy1a1"
"Cpq",7.90246363149341e-154,0.289881711628907,0.127,0.069,1.72566098320922e-149,"C_1m","Cpq"
"Tmem35a",9.9538593001943e-154,2.69102098390366,0.021,0.004,2.17362425538343e-149,"C_1m","Tmem35a"
"Zfp983",1.34382213083064e-153,2.87830888447698,0.017,0.003,2.93450438709486e-149,"C_1m","Zfp983"
"Gm28791",1.48638109010097e-153,2.91819211639018,0.015,0.002,3.2458103864535e-149,"C_1m","Gm28791"
"Snhg14",1.54230141782633e-153,0.716053473358881,0.047,0.017,3.36792360610735e-149,"C_1m","Snhg14"
"Gm4673",1.94707371262562e-153,2.1966109779402,0.019,0.003,4.25182486626057e-149,"C_1m","Gm4673"
"Mrps35",2.91863253924121e-153,0.168211538951156,0.082,0.038,6.37341787594103e-149,"C_1m","Mrps35"
"Opcml",3.63881423935171e-153,1.49105979049118,0.023,0.005,7.94607865447232e-149,"C_1m","Opcml"
"Dhx9",5.13515560177928e-153,0.311863348363648,0.082,0.038,1.12136392876054e-148,"C_1m","Dhx9"
"Kif5b",5.6950634671876e-153,0.179418617745296,0.346,0.237,1.24363100932976e-148,"C_1m","Kif5b"
"Hes5",7.55645053825691e-153,0.488909165364056,0.135,0.075,1.65010210403916e-148,"C_1m","Hes5"
"Mob1b",7.99910828741971e-153,0.800364761999889,0.041,0.014,1.74676527672384e-148,"C_1m","Mob1b"
"Ksr1",9.6611044145279e-153,2.1501065734213,0.021,0.004,2.10969537100046e-148,"C_1m","Ksr1"
"Cacna1a",1.08559632619281e-152,0.950600844704462,0.036,0.011,2.37061669750724e-148,"C_1m","Cacna1a"
"Ctxn2",1.14785111808458e-152,2.1299423304079,0.016,0.002,2.50656248656129e-148,"C_1m","Ctxn2"
"Ripor2",1.15821171517223e-152,2.98061501721576,0.014,0.002,2.52918692242159e-148,"C_1m","Ripor2"
"Epsti1",1.82334050362291e-152,1.24729803155865,0.049,0.018,3.98162865776135e-148,"C_1m","Epsti1"
"Cby1",2.08201312469738e-152,0.168822862792976,0.104,0.053,4.54649206040166e-148,"C_1m","Cby1"
"Glipr2",2.30293523634944e-152,1.32525319882207,0.032,0.009,5.02891967561627e-148,"C_1m","Glipr2"
"Lrrc8c",2.43262682175711e-152,0.446071046522029,0.051,0.019,5.31212719067099e-148,"C_1m","Lrrc8c"
"Hist1h2ap",2.49196946532322e-152,2.31544721357774,0.022,0.004,5.44171372142631e-148,"C_1m","Hist1h2ap"
"Gm15503",3.74442860081059e-152,2.54747486732438,0.018,0.003,8.17670873559009e-148,"C_1m","Gm15503"
"Dgkb",4.2068302163799e-152,0.817107050823839,0.043,0.014,9.1864551435088e-148,"C_1m","Dgkb"
"Bmpr1a",4.26862588929223e-152,0.116600150917186,0.082,0.038,9.32139835444744e-148,"C_1m","Bmpr1a"
"Gm10130",5.21882831967384e-152,3.28956197172071,0.011,0.001,1.13963554016718e-147,"C_1m","Gm10130"
"Zfp398",5.58500600223514e-152,1.21424716476497,0.036,0.011,1.21959776070809e-147,"C_1m","Zfp398"
"A830008E24Rik",5.71646127137646e-152,2.49685348824756,0.018,0.003,1.24830364783048e-147,"C_1m","A830008E24Rik"
"Zfp607b",5.87018925339497e-152,2.79348018589054,0.014,0.002,1.28187322726386e-147,"C_1m","Zfp607b"
"Acox3",1.41263767121207e-151,1.00103555564003,0.052,0.02,3.0847768826258e-147,"C_1m","Acox3"
"Bola3",1.64304934789198e-151,0.173125064704704,0.19,0.115,3.58792686099171e-147,"C_1m","Bola3"
"Sike1",2.62733412645787e-151,0.159010437679862,0.093,0.045,5.73730953194606e-147,"C_1m","Sike1"
"Zfp865",4.96534418924916e-151,0.995608947639233,0.034,0.01,1.08428221060634e-146,"C_1m","Zfp865"
"Slc13a3",8.06110756455439e-151,0.989211543343652,0.032,0.009,1.76030405887174e-146,"C_1m","Slc13a3"
"Nav3",1.83721227871663e-150,1.0769151432992,0.054,0.021,4.01192045303351e-146,"C_1m","Nav3"
"Rab22a",2.1385255617673e-150,0.256173804410148,0.08,0.037,4.66989826923125e-146,"C_1m","Rab22a"
"Sfswap",2.55858137395475e-150,0.204836189820456,0.07,0.03,5.58717414630498e-146,"C_1m","Sfswap"
"Zfp101",3.46714212089721e-150,0.231467153154419,0.043,0.015,7.57119824940324e-146,"C_1m","Zfp101"
"Csgalnact1",6.40143204129685e-150,0.583606887104346,0.056,0.022,1.39788071485799e-145,"C_1m","Csgalnact1"
"5330438D12Rik",7.48880186597906e-150,2.09230978742054,0.02,0.004,1.63532966347385e-145,"C_1m","5330438D12Rik"
"Olfm1",1.19189641134582e-149,0.25320432400516,0.101,0.051,2.60274419345587e-145,"C_1m","Olfm1"
"Tspoap1",1.33337498113806e-149,3.35492453065534,0.019,0.003,2.91169094631119e-145,"C_1m","Tspoap1"
"Slc25a39",1.8821290822754e-149,0.134603484363195,0.117,0.062,4.11000527696478e-145,"C_1m","Slc25a39"
"Gm20515",2.92254487852069e-149,2.23364225881883,0.019,0.003,6.38196125122564e-145,"C_1m","Gm20515"
"Agtrap",5.90104779288966e-149,0.748926492637846,0.063,0.027,1.28861180653331e-144,"C_1m","Agtrap"
"Slc35d1",8.22281816990414e-149,1.01454457294865,0.031,0.009,1.79561680376197e-144,"C_1m","Slc35d1"
"Stt3b",1.89114524418244e-148,0.139231624867124,0.113,0.06,4.12969386972119e-144,"C_1m","Stt3b"
"Slc38a9",2.0415946782876e-148,0.251352525163199,0.067,0.029,4.45823029897663e-144,"C_1m","Slc38a9"
"Rps19",4.12285702991005e-148,0.199556223527092,0.724,0.554,9.00308289621459e-144,"C_1m","Rps19"
"Tnks",1.18858975576846e-147,0.345076473184894,0.056,0.023,2.59552344967158e-143,"C_1m","Tnks"
"Ikzf2",1.29783207587566e-147,0.440939043507952,0.054,0.021,2.83407590408968e-143,"C_1m","Ikzf2"
"Hlf",3.10657529958257e-147,0.281974713251687,0.078,0.036,6.78382848169846e-143,"C_1m","Hlf"
"Zfp968",3.7438584908621e-147,3.60937020226895,0.012,0.001,8.17546378649557e-143,"C_1m","Zfp968"
"Tead1",6.64918400415841e-147,0.642212417020804,0.064,0.027,1.45198231098807e-142,"C_1m","Tead1"
"Smarcad1",7.74490756297655e-147,0.383139872158593,0.061,0.026,1.69125546452719e-142,"C_1m","Smarcad1"
"Ube3c",9.17866195246086e-147,0.398066832196246,0.056,0.022,2.00434441055888e-142,"C_1m","Ube3c"
"Apoe",1.10654645715135e-146,0.442801353103576,0.95,0.963,2.41636549848141e-142,"C_1m","Apoe"
"Gm43672",1.30637011493809e-146,2.29282681548681,0.019,0.004,2.8527204199903e-142,"C_1m","Gm43672"
"AI413582",2.65274304994832e-146,0.125008697995306,0.156,0.09,5.79279499817215e-142,"C_1m","AI413582"
"AI849053",4.19601427828243e-146,3.23463180123312,0.013,0.002,9.16283637948535e-142,"C_1m","AI849053"
"Ttc12",5.27919208412233e-146,1.03338638890769,0.036,0.011,1.15281717540979e-141,"C_1m","Ttc12"
"Pdss2",5.52367897399335e-146,1.6066391950083,0.024,0.006,1.20620577755093e-141,"C_1m","Pdss2"
"Ccny",7.07211112695005e-146,0.106917862091842,0.091,0.044,1.54433690679208e-141,"C_1m","Ccny"
"Tmem80",7.86948477303593e-146,0.140006903912948,0.089,0.043,1.71845938988786e-141,"C_1m","Tmem80"
"Mobp",1.7651583683556e-145,0.260687822165937,0.52,0.384,3.85457632897813e-141,"C_1m","Mobp"
"Abraxas1",2.35495165811197e-145,2.59623026830704,0.017,0.003,5.14250793581911e-141,"C_1m","Abraxas1"
"Lman2l",3.48434938098946e-145,0.221680800956686,0.066,0.028,7.60877374326669e-141,"C_1m","Lman2l"
"A530017D24Rik",4.87647285937376e-145,3.15409849059558,0.014,0.002,1.06487537830145e-140,"C_1m","A530017D24Rik"
"Lonrf2",8.39472829649223e-145,2.28652822504711,0.015,0.002,1.83315681810501e-140,"C_1m","Lonrf2"
"Ifi30",1.263315592048e-144,0.566937425094304,0.095,0.048,2.75870225835523e-140,"C_1m","Ifi30"
"Mbd5",1.52500522524117e-144,0.890328361086237,0.032,0.009,3.33015391035913e-140,"C_1m","Mbd5"
"Tusc1",1.54522858020451e-144,1.20114660340881,0.028,0.007,3.37431565059259e-140,"C_1m","Tusc1"
"Slc12a9",2.33259254256903e-144,0.158760739189813,0.085,0.041,5.093682335208e-140,"C_1m","Slc12a9"
"8030462N17Rik",3.19811823796979e-144,1.35978342941722,0.03,0.008,6.98373079625464e-140,"C_1m","8030462N17Rik"
"Nhlrc3",3.42295850051773e-144,0.894906410648519,0.036,0.012,7.47471447758057e-140,"C_1m","Nhlrc3"
"Sinhcaf",5.9464938357943e-144,2.90991623378082,0.019,0.003,1.2985358589224e-139,"C_1m","Sinhcaf"
"Dera",6.85647982206703e-144,0.444032819195054,0.045,0.016,1.49724949874478e-139,"C_1m","Dera"
"Shisa9",8.55194204654448e-144,0.748251711791075,0.038,0.012,1.86748758470392e-139,"C_1m","Shisa9"
"2300009A05Rik",1.12338996983358e-143,0.158423676911159,0.1,0.051,2.4531466771256e-139,"C_1m","2300009A05Rik"
"Trpc1",1.17138619905218e-143,0.416578271389002,0.039,0.013,2.55795604287025e-139,"C_1m","Trpc1"
"Larp1b",1.68206034519143e-143,0.739383003145706,0.046,0.017,3.67311517579452e-139,"C_1m","Larp1b"
"Pgghg",2.09280372284802e-143,2.97566441919825,0.018,0.003,4.57005548958323e-139,"C_1m","Pgghg"
"Cd180",2.65409521747018e-143,1.48429586921811,0.037,0.012,5.79574772638964e-139,"C_1m","Cd180"
"Epb41l4b",3.5234485900003e-143,1.24150843615318,0.018,0.003,7.69415468598365e-139,"C_1m","Epb41l4b"
"Uqcrh",4.05449567480964e-143,0.131416847351937,0.592,0.444,8.85380220508181e-139,"C_1m","Uqcrh"
"Gm47423",4.98241262238677e-143,3.60921765771862,0.011,0.001,1.0880094443506e-138,"C_1m","Gm47423"
"Wdr27",5.19298790275103e-143,2.83410019931468,0.02,0.004,1.13399276832374e-138,"C_1m","Wdr27"
"Kansl1l",1.43830556727412e-142,0.5082127498077,0.053,0.021,3.1408278672565e-138,"C_1m","Kansl1l"
"Trak1",1.68426052939325e-142,0.616221685188598,0.057,0.023,3.67791971803603e-138,"C_1m","Trak1"
"Serpina3n",1.83207027524961e-142,1.20292096708231,0.027,0.007,4.00069186006256e-138,"C_1m","Serpina3n"
"Gm49602",2.29827897352463e-142,2.90816671263449,0.015,0.002,5.01875179448574e-138,"C_1m","Gm49602"
"2310009B15Rik",2.3484052192631e-142,0.55755588110259,0.072,0.033,5.12821247730482e-138,"C_1m","2310009B15Rik"
"Aida",6.22860015718496e-142,0.276534417669741,0.068,0.03,1.36013941632448e-137,"C_1m","Aida"
"Emc9",8.48200659980052e-142,0.236583152025226,0.082,0.039,1.85221578119844e-137,"C_1m","Emc9"
"Tcim",1.00618283141097e-141,2.61922546790826,0.014,0.002,2.19720144895213e-137,"C_1m","Tcim"
"C4b",1.28408679166998e-141,0.63082150387888,0.056,0.023,2.80406032696974e-137,"C_1m","C4b"
"Axl",1.49065380920395e-141,0.671470772770456,0.063,0.027,3.25514072315866e-137,"C_1m","Axl"
"Rph3a",2.06652860851643e-141,1.63718192604769,0.018,0.003,4.51267852241733e-137,"C_1m","Rph3a"
"Twnk",2.4773154227082e-141,3.03127968803656,0.016,0.003,5.40971368856791e-137,"C_1m","Twnk"
"9530059O14Rik",2.55566451069142e-141,1.85122441985087,0.022,0.005,5.58080459199686e-137,"C_1m","9530059O14Rik"
"Wipi2",4.01983987566501e-141,0.130536724963169,0.077,0.036,8.77812433648969e-137,"C_1m","Wipi2"
"Sfxn1",4.44573254878709e-141,0.235726912177903,0.101,0.052,9.70814616678636e-137,"C_1m","Sfxn1"
"Vps50",5.28581690223127e-141,0.11055372633384,0.064,0.028,1.15426383694024e-136,"C_1m","Vps50"
"Mrnip",5.68285248426669e-141,2.66192491706868,0.015,0.002,1.24096449698932e-136,"C_1m","Mrnip"
"Zfp106",6.32886381382292e-141,0.196235788603079,0.114,0.061,1.38203399102451e-136,"C_1m","Zfp106"
"Bmpr2",7.83165188320759e-141,0.148283584878598,0.118,0.064,1.71019782173604e-136,"C_1m","Bmpr2"
"Sp100",3.37892387466153e-140,1.1282624759464,0.056,0.023,7.37855606509837e-136,"C_1m","Sp100"
"Mfap3l",3.52392060866393e-140,0.399887856840701,0.05,0.019,7.69518543313942e-136,"C_1m","Mfap3l"
"Polr3c",3.58765042400173e-140,1.192846042985,0.032,0.01,7.83435223089257e-136,"C_1m","Polr3c"
"Pcdh7",3.61720782685191e-140,0.359174811489039,0.073,0.034,7.89889673149651e-136,"C_1m","Pcdh7"
"Eno1b",4.83038044055266e-140,3.31525135822942,0.012,0.001,1.05481017680348e-135,"C_1m","Eno1b"
"Cry2",5.71552239157715e-140,0.33362652625518,0.056,0.023,1.2480986246487e-135,"C_1m","Cry2"
"Ampd3",1.44190955457048e-139,0.829807869712483,0.034,0.011,3.14869789431556e-135,"C_1m","Ampd3"
"Vps13c",1.86806553425271e-139,0.508992375948656,0.046,0.017,4.07929470714764e-135,"C_1m","Vps13c"
"Prnp",7.1411549221329e-139,0.249674762540171,0.48,0.365,1.55941400034616e-134,"C_1m","Prnp"
"Vegfa",1.77276400458827e-138,0.138215549206178,0.087,0.043,3.8711847568194e-134,"C_1m","Vegfa"
"Mamdc2",1.83593882009991e-138,2.10379731926367,0.018,0.003,4.00913960145217e-134,"C_1m","Mamdc2"
"Atp6v0a2",1.91477796716025e-138,0.153626070929362,0.114,0.061,4.18130064688783e-134,"C_1m","Atp6v0a2"
"Dtx1",2.12633754390115e-138,0.607565741668119,0.045,0.016,4.64328329461694e-134,"C_1m","Dtx1"
"Prodh",6.53200042474547e-138,0.373715393791871,0.085,0.042,1.42639293275167e-133,"C_1m","Prodh"
"Ifi27",6.67613166758387e-138,0.283620466697727,0.325,0.23,1.45786687225029e-133,"C_1m","Ifi27"
"Zfp979",1.46862452437431e-137,3.55047278399859,0.012,0.001,3.20703537387619e-133,"C_1m","Zfp979"
"Cables1",2.13259018554452e-137,0.497941348472501,0.078,0.037,4.65693718817358e-133,"C_1m","Cables1"
"Gm37529",2.38849759221714e-137,2.56189299958533,0.014,0.002,5.21576219212457e-133,"C_1m","Gm37529"
"Cep192",2.89072232436761e-137,0.907081428333708,0.033,0.01,6.31247033972155e-133,"C_1m","Cep192"
"Parvb",3.48264264114923e-137,0.408074448909214,0.066,0.029,7.60504673547758e-133,"C_1m","Parvb"
"Tsc1",3.53998518909462e-137,0.282972231977829,0.049,0.019,7.73026565742593e-133,"C_1m","Tsc1"
"Ldhb",3.85989143829231e-137,0.177256944755023,0.588,0.445,8.42884493379892e-133,"C_1m","Ldhb"
"Polr3a",3.99631065334081e-137,0.47035665659718,0.037,0.012,8.72674357370033e-133,"C_1m","Polr3a"
"Kctd20",5.31987713623223e-137,0.715205423034559,0.043,0.016,1.16170157023903e-132,"C_1m","Kctd20"
"Tmco6",7.62865222384164e-137,0.404614721900042,0.038,0.013,1.6658687861203e-132,"C_1m","Tmco6"
"Usp6nl",9.61699474082918e-137,0.25485900687385,0.043,0.016,2.10006314155487e-132,"C_1m","Usp6nl"
"Cachd1",1.15706465499016e-136,0.84411126824341,0.038,0.013,2.52668208710201e-132,"C_1m","Cachd1"
"Capza2",1.72218628485061e-136,0.112637298924381,0.346,0.241,3.76073819022828e-132,"C_1m","Capza2"
"R3hdm4",2.00923716027651e-136,0.279415210770596,0.125,0.07,4.38757118689581e-132,"C_1m","R3hdm4"
"Pxdn",3.17229976134712e-136,0.689110472791375,0.023,0.005,6.92735098885371e-132,"C_1m","Pxdn"
"Gm26930",3.80086066661916e-136,2.32995416906254,0.013,0.002,8.29993943769626e-132,"C_1m","Gm26930"
"Gm49359",4.6264743252611e-136,2.50966243088734,0.017,0.003,1.01028319840727e-131,"C_1m","Gm49359"
"Rab30",5.92756019426103e-136,0.729404602826891,0.037,0.012,1.29440131962078e-131,"C_1m","Rab30"
"Cflar",1.06779600117534e-135,0.279115918822953,0.096,0.049,2.3317461277666e-131,"C_1m","Cflar"
"Lpar4",1.14479032974415e-135,0.719771548569504,0.043,0.016,2.49987864306229e-131,"C_1m","Lpar4"
"Map1s",1.19902383571081e-135,0.253587206779868,0.053,0.021,2.61830835004169e-131,"C_1m","Map1s"
"Rora",1.47620537360864e-135,0.16254662253859,0.108,0.058,3.22358967434918e-131,"C_1m","Rora"
"Upf3a",2.10777178622357e-135,0.196206180423007,0.094,0.048,4.6027412495764e-131,"C_1m","Upf3a"
"Gm9885",3.23699741556443e-135,3.49536542412371,0.01,0.001,7.06863125636805e-131,"C_1m","Gm9885"
"Neurl1a",3.31743054613613e-135,1.16746169373311,0.025,0.006,7.24427308359747e-131,"C_1m","Neurl1a"
"E130114P18Rik",4.54560612060836e-135,0.568388118414999,0.073,0.034,9.92624008557249e-131,"C_1m","E130114P18Rik"
"Chil1",4.8230823177369e-135,0.780250162555532,0.054,0.022,1.05321648572421e-130,"C_1m","Chil1"
"Spats2l",5.31390621138793e-135,0.547655663740885,0.044,0.016,1.16039769938078e-130,"C_1m","Spats2l"
"Bicra",5.41864082943274e-135,2.38257653136777,0.017,0.003,1.18326859792323e-130,"C_1m","Bicra"
"Lhfp",5.96857441327044e-135,0.455764007980019,0.082,0.04,1.30335759462587e-130,"C_1m","Lhfp"
"Gm9925",1.19935233736732e-134,1.91020548700662,0.023,0.006,2.61902569910901e-130,"C_1m","Gm9925"
"Sp110",1.9724193431237e-134,0.829157751317319,0.049,0.019,4.30717211957923e-130,"C_1m","Sp110"
"Rps25",2.59060731739714e-134,0.187976146867055,0.637,0.491,5.65710919900014e-130,"C_1m","Rps25"
"Camk2g",2.81861315204024e-134,0.150262112396872,0.107,0.057,6.15500554011028e-130,"C_1m","Camk2g"
"Trp53inp2",2.94124133426578e-134,0.56970766527282,0.072,0.033,6.42278870163619e-130,"C_1m","Trp53inp2"
"Stag1",3.1271988976067e-134,0.13003998061449,0.092,0.047,6.82886423270376e-130,"C_1m","Stag1"
"Dnajc16",3.88314706605593e-134,1.48907381660099,0.027,0.007,8.47962824814635e-130,"C_1m","Dnajc16"
"Uba6",4.06131131744124e-134,0.821040995951509,0.033,0.01,8.86868552389643e-130,"C_1m","Uba6"
